taxon_code,gbif_accepted_taxon_id,gbif_accepted_scientific_name,habit,wcvp_accepted_name,taxonomic_rank,wcvp_url,source
Esenbeckia,3190391,Esenbeckia,,Esenbeckia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:35718-1,wcvp
Eucalyptus,7493935,Eucalyptus,,Eucalyptus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:27534-1,wcvp
Eugenia florida-EUGECO-EUGC,5417919,Eugenia florida,Freestanding,Eugenia florida,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:594452-1,wcvp
Eugenia galalonensis-EUGEGA-EUGG,5416878,Eugenia galalonensis,Freestanding,Eugenia galalonensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:594499-1,wcvp
Eugenia hiraeifolia-EUGESA,5417041,Eugenia hiraeifolia,Freestanding,Eugenia hiraeifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:98482-2,wcvp
Eugenia nesiotica-EUGENE-EUGN,5417636,Eugenia nesiotica,Freestanding,Eugenia nesiotica,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:98721-2,wcvp
Eugenia oerstediana-EUGEOE-EUGO,5418017,Eugenia oerstediana,Freestanding,Eugenia oerstediana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:595343-1,wcvp
Eugenia principium-EUGEPR-EUGP,5417515,Eugenia principium,Freestanding,Eugenia principium,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:98874-2,wcvp
Eugenia uniflora-EUGEUN-EUGU,5416458,Eugenia uniflora,Freestanding,Eugenia uniflora,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:596263-1,wcvp
Eugenia venezuelensis-EUGEVE-EUGV,5417525,Eugenia venezuelensis,Freestanding,Eugenia venezuelensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:596302-1,wcvp
Eugenia-EUGE6,3177662,Eugenia,Freestanding,Eugenia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:326088-2,wcvp
Eumachia,2896907,Eumachia,,Eumachia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34578-1,wcvp
Euphorbia,11397237,Euphorbia,,Euphorbia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327729-2,wcvp
Euphorbiaceae,4691,Euphorbiaceae,,Euphorbiaceae,family,,wcvp
Euterpe,7906352,Euterpe,,Euterpe,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331195-2,wcvp
Fabaceae,5386,Fabaceae,,Fabaceae,family,,wcvp
Fabaceae-Caesalpiniodeae,5386,Fabaceae,,Fabaceae,family,,wcvp
Fabaceae-Mimosoideae,5386,Fabaceae,,Fabaceae,family,,wcvp
Fabaceae-Papilionoideae,5386,Fabaceae,,Fabaceae,family,,wcvp
Fagaceae,4689,Fagaceae,,Fagaceae,family,,wcvp
Fairchildia,2953999,Fairchildia,,Fairchildia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295415-2,wcvp
Fairchildia panamensis-SWARPA-SWAP,2951308,Fairchildia panamensis,Freestanding,Fairchildia panamensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:103347-2,wcvp
Faramea,2897889,Faramea,,Faramea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34600-1,wcvp
Faramea luteovirens-FARALU-FARL,2898057,Faramea luteovirens,Freestanding,Faramea luteovirens,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:103425-2,wcvp
Faramea occidentalis-FARAOC-FARO,2898087,Faramea occidentalis,Freestanding,Faramea occidentalis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1187456-2,wcvp
Ferdinandusa,2907987,Ferdinandusa,,Ferdinandusa,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34602-1,wcvp
Fernandoa,7298663,Fernandoa,,Fernandoa,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:4079-1,wcvp
Fevillea,2874554,Fevillea,,Fevillea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30017452-2,wcvp
Fevillea cordifolia-FEVICO-FEVC,2874555,Fevillea cordifolia,Climbing,Fevillea cordifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:104422-2,wcvp
Ficus,2984588,Ficus,,Ficus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327905-2,wcvp
Ficus americana-FICUAM-FIP1,5361926,Ficus americana,Freestanding,Ficus americana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316336-2,wcvp
Ficus citrifolia-FICUCI-FICI,5361938,Ficus citrifolia,Freestanding,Ficus citrifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316340-2,wcvp
Ficus colubrinae-FICUC1-FIC1,5570299,Ficus colubrinae,Freestanding,Ficus colubrinae,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:104489-2,wcvp
Ficus costaricana-FICUC2-FIC2,5569991,Ficus costaricana,Freestanding,Ficus costaricana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:852672-1,wcvp
Ficus crocata-FICUC3,5569828,Ficus crocata,Freestanding,Ficus crocata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:852689-1,wcvp
Ficus insipida-FICUIN-FIIN,6358534,Ficus insipida,Freestanding,Ficus insipida,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:853024-1,wcvp
Ficus matiziana-FICUBU-FIBU,5571399,Ficus matiziana,Freestanding,Ficus matiziana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:104625-2,wcvp
Ficus maxima-FICUMA-FIMA,5571386,Ficus maxima,Freestanding,Ficus maxima,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:853200-1,wcvp
Ficus nymphaeifolia-FICUNY-FINY,5570630,Ficus nymphaeifolia,Freestanding,Ficus nymphaeifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:853301-1,wcvp
Ficus obtusifolia-FICUOB-FIOB,5361910,Ficus obtusifolia,Freestanding,Ficus obtusifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:853317-1,wcvp
Ficus paraensis-FIPA,5569960,Ficus paraensis,Freestanding,Ficus paraensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1004295-2,wcvp
Ficus pertusa-FICUPE-FIP2,7944396,Ficus pertusa,Freestanding,Ficus pertusa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:853405-1,wcvp
Ficus popenoei-FICUPO-FIPO,7262862,Ficus popenoei,Freestanding,Ficus popenoei,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:104685-2,wcvp
Ficus tonduzii-FICUTO-FITO,5572425,Ficus tonduzii,Freestanding,Ficus tonduzii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:104743-2,wcvp
Ficus trigonata-FICUTR-FITR,5361896,Ficus trigonata,Freestanding,Ficus trigonata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:316338-2,wcvp
Ficus yoponensis-FICUYO-FIYO,5571280,Ficus yoponensis,Freestanding,Ficus yoponensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:853989-1,wcvp
Filicium,8172928,Filicium,,Filicium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:5137-1,wcvp
Fischeria,3230932,Fischeria,,Fischeria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30025794-2,wcvp
Fischeria billbergiana-FISCBI-FISB,8235491,Fischeria billbergiana,Climbing,Fischeria billbergiana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:277206-2,wcvp
Fissicalyx,2943739,Fissicalyx,,Fissicalyx,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22438-1,wcvp
Flacourtia,2874157,Flacourtia,,Flacourtia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30036269-2,wcvp
Flemingia,2975927,Flemingia,,Flemingia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331612-2,wcvp
Forchhammeria,3054278,Forchhammeria,,Forchhammeria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:15415-1,wcvp
Forestiera,3172377,Forestiera,,Forestiera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331613-2,wcvp
Forsteronia,8171331,Forsteronia,,Forsteronia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328996-2,wcvp
Forsteronia acouci-FORSAC-FORV,3618404,Forsteronia acouci,Climbing,Forsteronia acouci,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:79018-1,wcvp
Forsteronia myriantha-FORSMY-FORM,3617628,Forsteronia myriantha,Climbing,Forsteronia myriantha,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:105373-2,wcvp
Frangula,3039453,Frangula,,Frangula,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001907-2,wcvp
Frantzia,7317772,Frantzia,,Sicyos,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327456-2,wcvp
Freylinia,7332497,Freylinia,,Freylinia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:37657-1,wcvp
Freziera,7313766,Freziera,,Freziera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39042-1,wcvp
Fridericia,3233562,Fridericia,,Fridericia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:4081-1,wcvp
Fridericia candicans-ARRACA-ARR1,8032537,Fridericia candicans,Climbing,Fridericia candicans,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77141989-1,wcvp
Fridericia chica-ARRACH-ARR2,7669080,Fridericia chica,Climbing,Fridericia chica,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77142115-1,wcvp
Fridericia florida-ARRAFL-ARRF,7423177,Fridericia florida,Climbing,Fridericia florida,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77142012-1,wcvp
Fridericia patellifera-ARRAPA-ARRP,8375350,Fridericia patellifera,Climbing,Fridericia patellifera,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77142052-1,wcvp
Fridericia schumanniana-ARRAVE-ARRV,7930324,Fridericia schumanniana,Climbing,Fridericia schumanniana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77142063-1,wcvp
Fuchsia,5938221,Fuchsia,,Fuchsia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000052-2,wcvp
Funastrum,3170214,Funastrum,,Funastrum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3376-1,wcvp
Funastrum clausum-FUNACL,3170223,Funastrum clausum,Climbing,Funastrum clausum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:106366-2,wcvp
Fusispermum,7296394,Fusispermum,,Fusispermum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295865-2,wcvp
Galactia,2983979,Galactia,,Galactia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30002203-2,wcvp
Galipea,3190389,Galipea,,Galipea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30023921-2,wcvp
Galphimia,3191269,Galphimia,,Galphimia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30008520-2,wcvp
Garcia,3071457,Garcia,,Garcia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327715-2,wcvp
Garcia nutans-GARCNU-GARN,3071459,Garcia nutans,Freestanding,Garcia nutans,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:349162-1,wcvp
Garcinia,3189556,Garcinia,,Garcinia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:19345-1,wcvp
Garcinia intermedia-GAR2IN-RHEE,3714243,Garcinia intermedia,Freestanding,Garcinia intermedia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:277320-2,wcvp
Garcinia madruno-GAR2MA-RHEA,3713863,Garcinia madruno,Freestanding,Garcinia madruno,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:277321-2,wcvp
Garcinia mangostana-GAR2M2,3189571,Garcinia mangostana,Freestanding,Garcinia mangostana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:428073-1,wcvp
Garrya,3033006,Garrya,,Garrya,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30004786-2,wcvp
Garryaceae,8805,Garryaceae,,Garryaceae,family,,wcvp
Gaultheria,2882751,Gaultheria,,Gaultheria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30002565-2,wcvp
Geissanthus,7330862,Geissanthus,,Geissanthus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:27305-1,wcvp
Genipa,2895591,Genipa,,Genipa,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34640-1,wcvp
Genipa americana-GENIAM-GENA,2895593,Genipa americana,Freestanding,Genipa americana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:751331-1,wcvp
Gentianaceae,2503,Gentianaceae,,Gentianaceae,family,,wcvp
Gentlea,7330844,Gentlea,,Ardisia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327477-2,wcvp
Geonoma,2734029,Geonoma,,Geonoma,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328418-2,wcvp
Geonoma cuneata-GEONCU-GEOC,2734082,Geonoma cuneata,Freestanding,Geonoma cuneata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1,wcvp
Geonoma interrupta-GEONIN-GEOI,2734323,Geonoma interrupta,Freestanding,Geonoma interrupta,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667119-1,wcvp
Gesneriaceae,6654,Gesneriaceae,,Gesneriaceae,family,,wcvp
Gitara,3062858,Gitara,,Gitara,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:297341-2,wcvp
Glicophyllum,11142520,Glicophyllum,,Glicophyllum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77216529-1,wcvp
Gliricidia,2953982,Gliricidia,,Gliricidia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327152-2,wcvp
Gliricidia sepium-GLIRSE,8082978,Gliricidia sepium,Freestanding,Gliricidia sepium,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:496639-1,wcvp
Gloeospermum,7296352,Gloeospermum,,Leonia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:41553-1,wcvp
Gmelina,2925650,Gmelina,,Gmelina,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:41280-1,wcvp
Gnetaceae,6755,Gnetaceae,,Gnetaceae,family,,wcvp
Gnetum,2653091,Gnetum,,Gnetum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:17272-1,wcvp
Godmania,3233552,Godmania,,Godmania,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:4087-1,wcvp
Goethalsia,3233986,Goethalsia,,Goethalsia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:294740-2,wcvp
Gongrostylus,3117225,Gongrostylus,,Gongrostylus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295722-2,wcvp
Gonocalyx,10848545,Gonocalyx,,Gonocalyx,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30108357-2,wcvp
Gonolobus,3170204,Gonolobus,,Gonolobus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30002727-2,wcvp
Gonolobus albomarginatus-GON1AL-GONA,3572413,Gonolobus albomarginatus,Climbing,Gonolobus albomarginatus,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:112302-2,wcvp
Gonolobus inaequalis-GON1IN,3582509,Gonolobus inaequalis,Climbing,Gonolobus inaequalis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:112384-2,wcvp
Gonzalagunia,2896440,Gonzalagunia,,Gonzalagunia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34659-1,wcvp
Gordonia,3189631,Gordonia,,Gordonia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331632-2,wcvp
Gossypium,3152652,Gossypium,,Gossypium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30013018-2,wcvp
Gouania,3039434,Gouania,,Gouania,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30010171-2,wcvp
Gouania colombiana-GOUACO-GOUC,5603088,Gouania colombiana,Climbing,Gouania colombiana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:112850-2,wcvp
Gouania lupuloides-GOUALU-GOUL,5372440,Gouania lupuloides,Climbing,Gouania lupuloides,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:112858-2,wcvp
Gouania polygama-GOUAPO-GOUP,5372439,Gouania polygama,Climbing,Gouania polygama,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:112865-2,wcvp
Goupia,7340133,Goupia,,Goupia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:6573-1,wcvp
Goupiaceae,3760957,Goupiaceae,,Goupiaceae,family,,wcvp
Graffenrieda,7398997,Graffenrieda,,Graffenrieda,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:26345-1,wcvp
Grias,3082326,Grias,,Grias,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:326794-2,wcvp
Grias cauliflora-GRIACA-GRIF,3082334,Grias cauliflora,Freestanding,Grias cauliflora,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:596618-1,wcvp
Guapira,3086054,Guapira,,Guapira,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:326871-2,wcvp
Guapira myrtiflora-GUAPST-GUAS,3701155,Guapira myrtiflora,Freestanding,Guapira myrtiflora,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:113955-2,wcvp
Guarea,3190499,Guarea,,Guarea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331634-2,wcvp
Guarea grandifolia-GUARGR-GUA1,3190500,Guarea guidonia,Freestanding,Guarea guidonia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:114060-2,wcvp
Guarea guidonia-GUARGU-GUA2,3190500,Guarea guidonia,Freestanding,Guarea guidonia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:114060-2,wcvp
Guatteria,3155604,Guatteria,,Guatteria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331635-2,wcvp
Guatteria amplifolia-GUATAM-GUAA,3155625,Guatteria amplifolia,Freestanding,Guatteria amplifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:73306-1,wcvp
Guatteria lucens-GUATDU-GUAD,3155712,Guatteria lucens,Freestanding,Guatteria lucens,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:114291-2,wcvp
Guazuma,3152194,Guazuma,,Guazuma,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:38713-1,wcvp
Guazuma ulmifolia-GUAZUL-GUAU,3152195,Guazuma ulmifolia,Freestanding,Guazuma ulmifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:823393-1,wcvp
Guettarda,2894616,Guettarda,,Guettarda,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34671-1,wcvp
Guettarda foliacea-GUETFO-GUEF,2894890,Guettarda foliacea,Freestanding,Guettarda foliacea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:114537-2,wcvp
Guilandina,6376699,Guilandina,,Guilandina,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30026032-2,wcvp
Gurania,7317515,Gurania,,Gurania,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:13296-1,wcvp
Gurania bignoniacea-GURACO-GURC,3624043,Gurania bignoniacea,Climbing,Gurania bignoniacea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:114819-2,wcvp
Gurania makoyana-GURAMA-GUR1,3623306,Gurania makoyana,Climbing,Gurania makoyana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:292814-1,wcvp
Gurania tubulosa-GURATU-GUR2,3622595,Gurania tubulosa,Climbing,Gurania tubulosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:292861-1,wcvp
Gustavia,3082580,Gustavia,,Gustavia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331637-2,wcvp
Gustavia fosteri-GUSTFO-GUSF,5383826,Gustavia fosteri,Freestanding,Gustavia fosteri,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:114939-2,wcvp
Gustavia superba-GUSTSU-GUSS,5383848,Gustavia superba,Freestanding,Gustavia superba,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:323304-2,wcvp
Gyminda,3169174,Gyminda,,Gyminda,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295697-2,wcvp
Gymnanthes,3061140,Gymnanthes,,Gymnanthes,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:301156-2,wcvp
Gyranthera,7296137,Gyranthera,,Gyranthera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30323777-2,wcvp
Gyrocarpus,7326412,Gyrocarpus,,Gyrocarpus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:7167-1,wcvp
Hamelia,2902033,Hamelia,,Hamelia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34686-1,wcvp
Hamelia axillaris-HAMEAX-HAM1,2902047,Hamelia axillaris,Freestanding,Hamelia axillaris,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:117176-2,wcvp
Hamelia patens-HAMEPA-HAMP,2902066,Hamelia patens,Freestanding,Hamelia patens,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:752194-1,wcvp
Hampea,7279598,Hampea,,Hampea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:25892-1,wcvp
Hampea albipetala-HAMPAL,3940473,Hampea albipetala,Freestanding,Hampea albipetala,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:117283-2,wcvp
Hampea appendiculata-HAMPAP-HAM2,7279624,Hampea appendiculata,Freestanding,Hampea appendiculata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:117284-2,wcvp
Hanburia,3232077,Hanburia,,Hanburia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:13301-1,wcvp
Handroanthus,6401269,Handroanthus,,Handroanthus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:298209-2,wcvp
Handroanthus guayacan-TAB1GU-TABG,4092274,Handroanthus guayacan,Freestanding,Handroanthus guayacan,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77085089-1,wcvp
Handroanthus ochraceus-TAB1OC-TABO,4092146,Handroanthus ochraceus,Freestanding,Handroanthus ochraceus,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:117333-2,wcvp
Hasseltia,3231177,Hasseltia,,Hasseltia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30033346-2,wcvp
