col,row,name,date,p5,tag,dbh,comments,,,,
42,44,EV,11/23/04,11,21727,64,,,,,
42,44,EV,11/23/04,11,21728,90,,,,,
42,44,EV,11/23/04,11,21728,67,,,,,
43,30,BC,11/17/04,42,20401,92,,,,,
43,30,BC,11/17/04,42,20401,90,,,,,
43,30,BC,11/17/04,42,20401,88,,,,,
43,30,BC,11/17/04,42,20401,93,,,,,
43,30,BC,11/17/04,42,20401,71,,,,,
43,31,BC,11/17/04,14,20403,91,,,,,
43,31,BC,11/17/04,14,20403,86,,,,,
43,31,BC,11/17/04,14,20403,92,,,,,
43,32,BC,11/17/04,33,20414,202,,,,,
43,32,BC,11/17/04,33,20414,44,,,,,
43,34,BC,11/17/04,14,20434,174,,,,,
43,34,BC,11/17/04,14,20434,89,,,,,
43,34,BC,11/17/04,14,20434,15,,,,,
43,34,BC,11/17/04,21,20437,136,,,,,
43,34,BC,11/17/04,21,20437,96,,,,,
43,35,BC,11/17/04,11,20444,153,,,,,
43,35,BC,11/17/04,11,20444,54,,,,,
43,35,BC,11/17/04,11,20459,155,,,,,
43,35,BC,11/17/04,11,20459,65,,,,,
43,35,BC,11/17/04,22,20454,90,,,,,
43,35,BC,11/17/04,22,20454,67,,,,,
43,35,BC,11/17/04,22,20454,81,,,,,
43,35,BC,11/17/04,42,20471,112,,,,,
43,35,BC,11/17/04,42,20471,121,,,,,
43,36,BC,11/17/04,11,20474,68,,,,,
43,36,BC,11/17/04,11,20474,51,,,,,
43,36,BC,11/17/04,24,20476,131,,,,,
43,36,BC,11/17/04,24,20476,79,,,,,
43,37,BC,11/18/04,12,20490,102,,,,,
43,37,BC,11/18/04,12,20490,87,,,,,
43,37,BC,11/18/04,43,21008,161,,,,,
43,37,BC,11/18/04,43,21008,63,,,,,
43,37,BC,11/18/04,42,21010,257,,,,,
43,37,BC,11/18/04,42,21010,36,,,,,
43,37,BC,11/18/04,41,21013,163,,,,,
43,37,BC,11/18/04,41,21013,102,,,,,
43,38,BC,11/18/04,11,21014,219,,,,,
43,38,BC,11/18/04,11,21014,147,,,,,
43,38,BC,11/18/04,11,21015,181,,,,,
43,38,BC,11/18/04,11,21015,169,,,,,
43,38,BC,11/18/04,12,21018,266,,,,,
43,38,BC,11/18/04,12,21018,99,,,,,
43,38,BC,11/18/04,34,21029,73,,,,,
43,38,BC,11/18/04,34,21029,72,,,,,
43,38,BC,11/18/04,34,21030,250,,,,,
43,38,BC,11/18/04,34,21030,210,,,,,
43,38,BC,11/18/04,44,21033,112,,,,,
43,38,BC,11/18/04,44,21033,68,,,,,
43,38,BC,11/18/04,41,21038,110,,,,,
43,38,BC,11/18/04,41,21038,76,,,,,
43,39,BC,11/18/04,24,21041,273,,,,,
43,39,BC,11/18/04,24,21041,115,,,,,
43,39,BC,11/18/04,34,21044,138,,,,,
43,39,BC,11/18/04,34,21044,87,,,,,
43,39,BC,11/18/04,44,21046,297,,,,,
43,39,BC,11/18/04,44,21046,292,,,,,
43,39,BC,11/18/04,43,21049,116,,,,,
43,39,BC,11/18/04,43,21049,88,,,,,
43,39,BC,11/18/04,43,21049,51,,,,,
43,40,BC,11/22/04,14,21061,150,,,,,
43,40,BC,11/22/04,14,21061,92,,,,,
43,40,BC,11/22/04,14,21061,61,,,,,
43,40,BC,11/22/04,14,21061,69,,,,,
43,40,BC,11/22/04,14,21061,59,,,,,
43,40,BC,11/22/04,14,21063,144,,,,,
43,40,BC,11/22/04,14,21063,69,,,,,
43,40,BC,11/22/04,22,21070,103,,,,,
43,40,BC,11/22/04,22,21070,52,,,,,
43,41,BC,11/22/04,13,21085,87,,,,,
43,41,BC,11/22/04,13,21085,84,,,,,
43,41,BC,11/22/04,14,21086,453,,,,,
43,41,BC,11/22/04,14,21086,432,,,,,
43,41,BC,11/22/04,33,21097,112,,,,,
43,41,BC,11/22/04,33,21097,71,,,,,
43,41,BC,11/22/04,33,21099,238,,,,,
43,41,BC,11/22/04,33,21099,82,,,,,
43,41,BC,11/22/04,34,21101,107,,,,,
43,41,BC,11/22/04,34,21101,104,,,,,
43,41,BC,11/22/04,34,21101,102,,,,,
43,41,BC,11/22/04,34,21101,67,,,,,
43,41,BC,11/22/04,34,21101,61,,,,,
43,41,BC,11/22/04,34,21101,104,,,,,
43,42,BC,11/22/04,13,21107,100,,,,,
43,42,BC,11/22/04,13,21107,80,,,,,
43,42,BC,11/22/04,13,21107,72,,,,,
43,42,BC,11/22/04,13,21107,85,,,,,
43,42,BC,11/22/04,13,21107,68,,,,,
43,42,BC,11/22/04,13,21107,52,,,,,
43,42,BC,11/22/04,14,21108,102,,,,,
